entry,top year,ranking,artist,track,release year,genres,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,duration_ms,popularity
750,2017,51,Miley Cyrus,Malibu,2017-09-29,['pop'],0.573,0.781,-6.406,0.0555,0.0767,2.64E-05,0.0813,0.343,139.934,8,1,231907,76.0
751,2017,52,Lil Peep,Save That Shit,2017-08-15,"['emo rap', 'lgbtq+ hip hop']",0.534,0.583,-8.672,0.0288,0.0262,0,0.421,0.145,106.0,2,1,231547,76.0
752,2017,53,Khalid,Location,2017-04-27,"['pop', 'pop r&b']",0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,1,0,219080,76.0
753,2017,54,SZA,Love Galore (feat. Travis Scott),2017-06-09,"['pop', 'r&b']",0.795,0.594,-6.2,0.0748,0.112,0,0.162,0.409,135.002,0,1,275080,76.0
754,2017,55,Ed Sheeran,Castle on the Hill,2017-03-03,"['pop', 'uk pop']",0.461,0.834,-4.868,0.0989,0.0232,1.14E-05,0.14,0.471,135.007,2,1,261154,77.0
755,2017,56,"Martin Garrix, Dua Lipa",Scared to Be Lonely,2017-01-27,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.584,0.54,-7.786,0.0576,0.0895,0,0.261,0.195,137.972,1,0,220883,76.0
756,2017,57,G-Eazy,Him & I (with Halsey),2017-12-15,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0.589,0.731,-6.343,0.0868,0.0534,0,0.308,0.191,87.908,2,1,268867,76.0
757,2017,58,Portugal. The Man,Feel It Still,2017-06-16,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,1,0,163253,75.0
758,2017,59,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016-06-17,['san diego rap'],0.886,0.427,-10.028,0.145,0.0312,0.00099,0.0906,0.23,108.034,6,1,177184,75.0
759,2017,60,"Calvin Harris, Funk Wav","Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2017-06-30,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,11,0,223413,75.0
760,2017,61,Logic,1-800-273-8255,2017-05-05,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.62,0.574,-7.788,0.0479,0.569,0,0.19,0.357,100.023,5,0,250173,75.0
761,2017,62,Taylor Swift,...Ready For It?,2017-11-10,['pop'],0.613,0.764,-6.509,0.136,0.0527,0,0.197,0.417,160.015,2,1,208187,74.0
762,2017,63,"ZAYN, Sia",Dusk Till Dawn (feat. Sia) - Radio Edit,2017-09-07,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.259,0.437,-6.589,0.0386,0.102,1.32E-06,0.106,0.0951,180.042,11,0,239000,74.0
763,2017,64,"Hailee Steinfeld, Alesso","Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0,0.0841,0.742,103.07,8,1,174800,74.0
764,2017,65,Clean Bandit,Symphony (feat. Zara Larsson),2018-11-30,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",0.715,0.605,-5.128,0.0428,0.239,1.41E-05,0.189,0.454,122.956,0,0,212733,74.0
765,2017,66,Russ,Losin Control,2017-05-05,"['hawaiian hip hop', 'rap']",0.759,0.245,-6.545,0.138,0.515,0.000154,0.102,0.209,96.992,6,1,237507,74.0
766,2017,67,The Chainsmokers,Paris,2017-04-07,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.653,0.658,-6.428,0.0304,0.0215,1.66E-06,0.0939,0.219,99.99,2,1,221507,74.0
767,2017,68,"Zedd, Alessia Cara",Stay,2017-02-23,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']",0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04,5,0,210091,74.0
768,2017,69,P!nk,What About Us,2017-10-13,"['dance pop', 'pop']",0.491,0.588,-6.177,0.0506,0.0281,2.01E-06,0.0906,0.193,113.608,1,1,269600,74.0
769,2017,70,Macklemore,Glorious (feat. Skylar Grey),2017-09-22,"['pop rap', 'seattle hip hop']",0.731,0.794,-5.126,0.0522,0.0323,2.59E-05,0.112,0.356,139.994,0,0,220454,74.0
770,2017,71,Demi Lovato,Sorry Not Sorry,2017-09-29,"['dance pop', 'pop', 'post-teen pop']",0.706,0.643,-6.929,0.234,0.0242,0,0.262,0.885,143.931,11,0,203760,74.0
771,2017,72,Niall Horan,Slow Hands,2017-10-20,"['dance pop', 'pop', 'post-teen pop']",0.735,0.425,-6.648,0.0464,0.011,0,0.055,0.848,85.896,0,1,188174,74.0
772,2017,73,Rae Sremmurd,Swang,2016-08-12,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",0.681,0.314,-9.319,0.0581,0.2,9.82E-06,0.1,0.166,139.992,8,1,208120,73.0
773,2017,74,Julia Michaels,Issues,2017-07-28,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.728,0.415,-6.852,0.0639,0.401,0,0.0616,0.455,114.145,8,1,176320,73.0
774,2017,75,"NATTI NATASHA, Ozuna",Criminal,2017-09-01,"['latin hip hop', 'latin pop', 'rap latina', 'reggaeton', 'urbano latino']",0.814,0.813,-3.023,0.0561,0.03,9.33E-05,0.255,0.839,79.997,2,0,232550,73.0
775,2017,76,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017-02-23,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop']",0.696,0.817,-3.862,0.109,0.075,0,0.187,0.782,98.064,1,1,216409,73.0
776,2017,77,A$AP Ferg,Plain Jane,2017-08-18,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.797,0.844,-5.482,0.275,0.0651,0,0.087,0.52,170.142,11,1,173600,73.0
777,2017,78,Migos,Bad and Boujee (feat. Lil Uzi Vert),2017-01-27,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.926,0.666,-5.314,0.244,0.0611,0,0.123,0.168,127.079,11,1,343150,73.0
778,2017,79,J Balvin,Mi Gente,2018-05-25,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",0.548,0.704,-4.838,0.0777,0.0168,2.25E-05,0.143,0.288,104.666,11,0,185040,72.0
779,2017,80,Drake,Fake Love,2017-03-18,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.928,0.481,-9.35,0.287,0.105,0,0.176,0.613,134.007,9,0,210937,72.0
780,2017,81,Lorde,Liability,2017-06-16,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.587,0.229,-11.254,0.128,0.92,0,0.1,0.379,75.67,10,0,171728,72.0
781,2017,82,Rae Sremmurd,Black Beatles,2016-08-12,"['hip hop', 'melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",0.794,0.632,-6.163,0.0649,0.142,0,0.128,0.355,145.926,0,1,291893,73.0
782,2017,83,Alessia Cara,Scars To Your Beautiful,2016-03-11,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",0.319,0.739,-5.74,0.272,0.0285,0,0.111,0.449,194.169,0,1,230227,72.0
783,2017,84,Miguel,Sky Walker (feat. Travis Scott),2017-12-01,"['dance pop', 'pop', 'r&b']",0.674,0.506,-10.532,0.0434,0.173,0,0.0866,0.183,145.965,6,1,259333,71.0
784,2017,85,Aminé,Caroline,2017-07-28,"['hip hop', 'pop', 'portland hip hop', 'rap', 'viral rap']",0.94,0.335,-10.179,0.505,0.17,0,0.262,0.707,120.04,5,0,209640,71.0
785,2017,86,Lana Del Rey,Lust For Life (with The Weeknd),2017-07-21,"['art pop', 'pop']",0.504,0.655,-8.644,0.0542,0.604,0.00193,0.364,0.262,99.982,0,0,264066,71.0
786,2017,87,Cardi B,Bodak Yellow,2018-04-06,"['dance pop', 'pop', 'rap', 'viral rap']",0.926,0.703,-6.337,0.103,0.0659,0,0.231,0.485,125.022,11,0,223713,71.0
787,2017,88,Kodak Black,Tunnel Vision,2017-03-31,"['florida drill', 'florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",0.497,0.489,-7.724,0.294,0.0576,9.91E-05,0.122,0.231,171.853,11,0,268187,70.0
788,2017,89,Selena Gomez,Fetish (feat. Gucci Mane),2017-07-13,"['dance pop', 'pop', 'post-teen pop']",0.708,0.618,-4.424,0.0592,0.0204,6.81E-06,0.062,0.265,123.013,2,1,186113,70.0
789,2017,90,blackbear,do re mi,2017-04-21,"['electropop', 'pop', 'pop rap']",0.745,0.593,-6.35,0.0524,0.00522,5.06E-06,0.123,0.17,111.001,8,1,212027,70.0
790,2017,91,Lorde,Green Light,2017-06-16,"['art pop', 'metropopolis', 'nz pop', 'pop']",0.594,0.721,-7.812,0.0957,0.0209,8.55E-06,0.0879,0.253,128.942,2,1,234653,71.0
791,2017,92,Kendrick Lamar,ELEMENT.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.748,0.705,-4.547,0.485,0.204,0,0.246,0.483,189.891,4,0,208733,70.0
792,2017,93,Calvin Harris,Slide (feat. Frank Ocean & Migos),2017-02-24,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.736,0.795,-3.299,0.0545,0.498,1.21E-06,0.254,0.511,104.066,1,0,230813,70.0
793,2017,94,The Vamps,All Night,2017-07-14,"['boy band', 'dance pop', 'pop', 'post-teen pop']",0.538,0.804,-5.194,0.0358,0.0041,0,0.33,0.507,144.992,8,1,197640,69.0
794,2017,95,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2017-06-22,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.613,0.681,-3.089,0.0778,0.0287,0,0.126,0.619,97.621,8,1,204664,69.0
795,2017,96,KYLE,iSpy (feat. Lil Yachty),2016-12-02,"['pop', 'pop rap', 'rap', 'viral rap']",0.746,0.653,-6.745,0.289,0.378,0,0.229,0.672,75.016,7,1,253107,69.0
796,2017,97,Avicii,Lonely Together (feat. Rita Ora),2017-08-10,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",0.655,0.666,-5.309,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,5,1,181812,69.0
797,2017,98,G-Eazy,No Limit,2017-12-15,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0.838,0.771,-3.791,0.244,0.0117,0,0.0853,0.405,175.957,1,1,245387,69.0
798,2017,99,Hailee Steinfeld,Most Girls,2017-04-28,"['dance pop', 'pop', 'post-teen pop']",0.756,0.572,-7.019,0.0763,0.0478,0,0.0853,0.417,102.986,9,1,204400,69.0
799,2017,100,Foster The People,Sit Next to Me,2017-07-21,"['indietronica', 'modern rock', 'rock']",0.638,0.738,-4.976,0.0292,0.117,0.000384,0.689,0.657,97.021,6,0,243147,68.0
800,2018,1,Drake,God's Plan,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.754,0.449,-9.211,0.109,0.0332,8.29E-05,0.552,0.357,77.169,7,1,198973,82.0
801,2018,2,Post Malone,rockstar (feat. 21 Savage),2018-04-27,"['dfw rap', 'melodic rap', 'rap']",0.585,0.52,-6.136,0.0712,0.124,7.01E-05,0.131,0.129,159.801,5,0,218147,82.0
802,2018,3,"Billie Eilish, Khalid",lovely (with Khalid),2018-04-19,"['art pop', 'electropop', 'pop']",0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,4,0,200186,87.0
803,2018,4,The Weeknd,Call Out My Name,2018-03-30,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.461,0.593,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17,1,1,228373,87.0
804,2018,5,"Kendrick Lamar, SZA",All The Stars (with SZA),2018-02-09,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,96.924,8,1,232187,83.0
805,2018,6,Juice WRLD,Lucid Dreams,2018-12-10,"['chicago rap', 'melodic rap']",0.511,0.566,-7.23,0.2,0.349,0.0,0.34,0.218,83.903,6,0,239836,83.0
806,2018,7,"Zedd, Maren Morris, Grey",The Middle,2018-01-23,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'tropical house']",0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,7,1,184732,78.0
807,2018,8,"Marshmello, Anne-Marie",FRIENDS,2018-02-09,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,9,0,202621,76.0
808,2018,9,Cardi B,I Like It,2018-04-06,"['dance pop', 'pop', 'rap', 'viral rap']",0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,136.048,5,0,253390,76.0
809,2018,10,girl in red,we fell in love in october,2018-11-21,"['bedroom pop', 'indie pop', 'norwegian indie', 'pop']",0.566,0.366,-12.808,0.028,0.113,0.181,0.155,0.237,129.96,7,1,184154,82.0
810,2018,11,Ariana Grande,no tears left to cry,2018-08-17,"['dance pop', 'pop']",0.699,0.713,-5.507,0.0594,0.04,3.11E-06,0.294,0.354,121.993,9,0,205920,76.0
811,2018,12,"21 Savage, Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),2017-10-30,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral rap']",0.88,0.428,-8.28,0.206,0.149,5.05E-05,0.114,0.333,100.007,9,1,172800,81.0
812,2018,13,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),2018-04-06,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.791,0.862,-3.24,0.11,0.037,2.19E-05,0.0814,0.592,123.994,9,0,214847,85.0
813,2018,14,XXXTENTACION,Moonlight,2018-03-16,"['emo rap', 'miami hip hop']",0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,9,0,135090,81.0
814,2018,15,Kendrick Lamar,LOVE. FEAT. ZACARI.,2017-04-14,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058,10,1,213400,81.0
815,2018,16,"Marshmello, Bastille",Happier,2018-08-17,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,5,1,214290,81.0
816,2018,17,Travis Scott,SICKO MODE,2018-08-03,"['rap', 'slap house']",0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,8,1,312820,81.0
817,2018,18,Lil Baby,Yes Indeed,2018-05-18,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.963,0.346,-9.309,0.53,0.0355,0.0,0.108,0.562,119.957,5,0,142273,80.0
818,2018,19,Lauv,I Like Me Better,2018-05-31,['pop'],0.753,0.505,-7.621,0.255,0.534,2.58E-06,0.104,0.419,91.972,9,1,197437,80.0
819,2018,20,Imagine Dragons,Natural,2018-11-09,"['modern rock', 'rock']",0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,2,1,189467,79.0
820,2018,21,Anne-Marie,2002,2018-04-27,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,1,0,186987,79.0
821,2018,22,Post Malone,Better Now,2018-04-27,"['dfw rap', 'melodic rap', 'rap']",0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,10,1,231267,79.0
822,2018,23,XXXTENTACION,SAD!,2018-03-16,"['emo rap', 'miami hip hop']",0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,8,1,166606,80.0
823,2018,24,"Marshmello, Khalid",Silence,2017-08-11,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.52,0.761,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,4,1,180823,79.0
824,2018,25,NF,Let You Down,2017-10-06,"['hip hop', 'pop rap', 'rap']",0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997,5,0,212120,79.0
825,2018,26,"Selena Gomez, Marshmello",Wolves,2017-10-25,"['dance pop', 'pop', 'post-teen pop']",0.724,0.804,-4.614,0.0448,0.124,0.0,0.204,0.306,124.987,11,0,197993,78.0
826,2018,27,Sheck Wes,Mo Bamba,2018-10-05,"['rap', 'trap', 'vapor trap', 'viral rap']",0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,4,1,183907,78.0
827,2018,28,Dua Lipa,IDGAF,2017-06-02,"['dance pop', 'pop', 'uk pop']",0.836,0.544,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028,7,1,217947,77.0
828,2018,29,Taylor Swift,Delicate,2017-11-10,['pop'],0.75,0.404,-10.178,0.0682,0.216,0.000357,0.0911,0.0499,95.045,9,0,232253,77.0
829,2018,30,Dean Lewis,Be Alright,2018-06-29,"['australian pop', 'pop']",0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684,11,1,196373,77.0
830,2018,31,XXXTENTACION,changes,2018-03-16,"['emo rap', 'miami hip hop']",0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934,11,1,121887,77.0
831,2018,32,Ariana Grande,God is a woman,2018-08-17,"['dance pop', 'pop']",0.602,0.658,-5.934,0.0558,0.0233,6E-05,0.237,0.268,145.031,1,1,197547,77.0
832,2018,33,"Dynoro, Gigi D'Agostino",In My Mind,2018-06-08,"['covertronica', 'dance pop', 'edm', 'electro house', 'pop dance', 'tropical house']",0.694,0.77,-5.335,0.149,0.176,1.1E-05,0.118,0.163,125.905,6,1,184560,77.0
833,2018,34,Drake,Nonstop,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,7,1,238614,77.0
834,2018,35,G-Eazy,Him & I (with Halsey),2017-12-15,"['hip hop', 'indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']",0.589,0.731,-6.343,0.0868,0.0534,0.0,0.308,0.191,87.908,2,1,268867,76.0
835,2018,36,Post Malone,Psycho (feat. Ty Dolla $ign),2018-04-27,"['dfw rap', 'melodic rap', 'rap']",0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,8,1,221440,75.0
836,2018,37,George Ezra,Shotgun,2018-03-23,"['folk-pop', 'neo-singer-songwriter']",0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744,5,1,201287,75.0
837,2018,38,"DJ Snake, Selena Gomez, Ozuna","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.842,0.801,-4.167,0.228,0.157,4.82E-06,0.0642,0.617,95.881,8,0,212500,75.0
838,2018,39,"Nio Garcia, Casper Magico, Bad Bunny",Te Boté - Remix,2018-04-13,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']",0.903,0.675,-3.445,0.214,0.542,1.28E-05,0.0595,0.442,96.507,11,0,417920,75.0
839,2018,40,"Hailee Steinfeld, Alesso","Let Me Go (with Alesso, Florida Georgia Line & watt)",2017-09-08,"['dance pop', 'pop', 'post-teen pop']",0.664,0.708,-4.154,0.0474,0.0337,0.0,0.0841,0.742,103.07,8,1,174800,74.0
840,2018,41,Migos,Stir Fry,2018-01-26,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.817,0.816,-5.402,0.269,0.00263,0.0,0.159,0.508,181.982,2,1,190288,74.0
841,2018,42,Drake,Nice For What,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.585,0.909,-6.474,0.0707,0.0891,9.7E-05,0.119,0.758,93.372,8,1,210747,76.0
842,2018,43,Ozuna,Vaina Loca,2018-08-24,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.754,0.805,-4.249,0.0752,0.315,0.0,0.203,0.555,93.982,6,1,176133,73.0
843,2018,44,The 1975,It's Not Living (If It's Not With You),2018-11-30,"['modern alternative rock', 'modern rock', 'pop', 'rock']",0.618,0.837,-5.338,0.0304,0.000254,0.000378,0.0618,0.526,121.227,1,1,248336,73.0
844,2018,45,Dennis Lloyd,Nevermind,2017-06-30,['israeli pop'],0.6,0.688,-8.339,0.201,0.159,1.29E-05,0.409,0.0793,99.977,5,0,156600,73.0
845,2018,46,"Loud Luxury, Brando",Body,2017-10-27,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",0.752,0.764,-4.399,0.038,0.0476,9.44E-05,0.0543,0.582,121.958,1,1,163216,73.0
846,2018,47,Drake,In My Feelings,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",0.835,0.626,-5.833,0.125,0.0589,6E-05,0.396,0.35,91.03,1,1,217925,73.0
847,2018,48,Migos,Walk It Talk It,2018-01-26,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",0.907,0.633,-5.145,0.184,0.0876,2.6E-06,0.106,0.395,145.914,2,1,276147,74.0
848,2018,49,"benny blanco, Halsey, Khalid",Eastside (with Halsey & Khalid),2018-07-12,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap']",0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391,6,0,173800,73.0
849,2018,50,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2017-08-11,"['dance pop', 'edm', 'pop', 'post-teen pop']",0.643,0.783,-6.458,0.0856,0.047,0.0,0.083,0.579,154.084,10,1,163870,73.0
850,2018,51,Bazzi,Mine,2018-04-12,"['dance pop', 'electropop', 'pop']",0.71,0.789,-3.874,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,4,1,131064,73.0
851,2018,52,Shawn Mendes,In My Blood,2018-05-25,"['canadian pop', 'dance pop', 'pop', 'viral pop']",0.622,0.712,-7.321,0.066,0.0573,0.0,0.13,0.487,140.025,5,1,211360,72.0
852,2018,53,Piso 21,Déjala Que Vuelva (feat. Manuel Turizo),2018-05-11,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'urbano latino']",0.681,0.788,-4.323,0.0785,0.0482,0.0,0.0753,0.839,170.019,1,1,220117,72.0
853,2018,54,BlocBoy JB,Look Alive (feat. Drake),2018-05-04,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap', 'viral rap']",0.918,0.58,-7.501,0.322,0.00108,6.12E-05,0.106,0.611,139.977,10,1,181415,72.0
854,2018,55,Nicky Jam,X,2019-11-01,"['latin hip hop', 'reggaeton', 'urbano latino']",0.594,0.749,-5.298,0.056,0.0338,0.00106,0.3,0.694,179.968,9,0,172854,72.0
855,2018,56,"Zac Efron, Zendaya",Rewrite The Stars,2017-11-17,"['dance pop', 'hollywood', 'pop', 'post-teen pop', 'show tunes']",0.684,0.619,-7.005,0.0386,0.0716,0.0,0.122,0.284,125.046,10,1,217440,72.0
856,2018,57,Ella Mai,Trip,2018-10-12,"['dance pop', 'pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']",0.477,0.61,-5.628,0.144,0.225,0.0,0.107,0.358,79.882,11,0,213993,72.0
857,2018,58,"Khalid, Normani",Love Lies (with Normani),2018-02-14,"['pop', 'pop r&b']",0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955,6,1,201707,72.0
858,2018,59,"Bruno Mars, Cardi B",Finesse - Remix; feat. Cardi B,2017-12-20,"['dance pop', 'pop']",0.704,0.859,-4.877,0.0996,0.0185,0.0,0.0215,0.926,105.115,5,0,217289,72.0
859,2018,60,Halsey,Bad At Love,2017-06-02,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",0.675,0.751,-3.539,0.0296,0.0604,0.0,0.0893,0.612,118.384,0,1,181279,72.0
860,2018,61,Eminem,River (feat. Ed Sheeran),2017-12-15,"['detroit hip hop', 'hip hop', 'rap']",0.748,0.749,-5.916,0.516,0.142,0.0,0.0713,0.659,90.09,8,0,221013,71.0
861,2018,62,The Chainsmokers,This Feeling,2018-12-14,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",0.575,0.571,-7.906,0.0439,0.0558,0.0,0.0912,0.449,105.049,1,1,197947,71.0
862,2018,63,Camila Cabello,Never Be the Same,2018-01-12,"['dance pop', 'pop', 'post-teen pop']",0.637,0.713,-4.333,0.0747,0.181,0.000637,0.137,0.243,129.923,0,1,226973,71.0
863,2018,64,Cardi B,Bodak Yellow,2018-04-06,"['dance pop', 'pop', 'rap', 'viral rap']",0.926,0.703,-6.337,0.103,0.0659,0.0,0.231,0.485,125.022,11,0,223713,71.0
864,2018,65,FINNEAS,Let's Fall in Love for the Night,2019-10-04,"['alt z', 'la indie', 'pop']",0.737,0.408,-7.941,0.104,0.802,0.0,0.171,0.374,127.918,5,1,190348,71.0
865,2018,66,"Kendrick Lamar, SZA",Pray For Me (with Kendrick Lamar),2018-02-09,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.735,0.677,-4.979,0.093,0.0762,2.17E-05,0.111,0.188,100.584,2,1,211440,71.0
866,2018,67,Charlie Puth,How Long,2018-05-11,"['dance pop', 'pop', 'viral pop']",0.845,0.561,-5.253,0.0778,0.211,3.49E-06,0.0383,0.811,109.974,1,0,200853,71.0
867,2018,68,"Rudimental, Jess Glynne, Macklemore","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2018-01-19,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky']",0.653,0.809,-4.057,0.0474,0.194,0.0,0.165,0.55,92.213,0,1,210773,70.0
868,2018,69,"Sofía Reyes, Jason Derulo, De La Ghetto","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2018-02-16,"['dance pop', 'latin pop', 'mexican pop', 'urbano latino', 'urbano mexicano']",0.792,0.895,-3.112,0.0589,0.165,0.0,0.0501,0.794,94.968,1,0,201526,70.0
869,2018,70,Jonas Blue,Rise,2018-11-09,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046,1,1,194408,70.0
870,2018,71,Various Artists,The Greatest Show,2017-12-08,"['hollywood', 'show tunes']",0.417,0.824,-7.36,0.105,0.000239,0.0545,0.0725,0.4,157.92,11,0,302147,70.0
871,2018,72,"Selena Gomez, OneRepublic, YUNGBLUD",Back To You,2018-05-18,"['dance pop', 'pop', 'post-teen pop']",0.6,0.683,-6.271,0.0493,0.0984,1.26E-06,0.11,0.494,102.036,6,1,210240,70.0
